,is_label_issue,label_score,given_label,predicted_label
314,False,0.8129139,3,3
315,False,0.9481501,3,3
316,False,1.0,9,9
317,False,0.99942774,0,0
318,False,0.9999989,7,7
319,False,1.0,9,9
320,False,0.9989479,7,7
321,False,1.0,7,7
322,False,0.999683,9,9
323,False,0.9999838,1,1
324,False,0.9998909,5,5
325,False,0.9995136,1,1
326,False,0.9998222,6,6
327,False,0.9999999,6,6
328,False,1.0,8,8
329,False,0.9996748,7,7
330,False,1.0,1,1
331,False,0.40254474,3,3
332,False,0.9999993,0,0
333,False,0.6485605,3,3
334,False,0.4859804,3,5
335,False,0.6920403,2,2
336,False,0.1338315,4,6
337,False,0.5979488,5,5
338,True,0.022395605,7,5
339,False,0.2262369,5,7
340,False,1.0,9,9
341,False,1.0,0,0
342,False,0.2421937,3,4
343,False,0.9999981,4,4
344,False,0.9912918,0,0
345,False,0.39671096,4,4
346,True,0.06405373,4,2
347,False,0.966219,6,6
348,False,0.8594353,0,0
349,True,0.026864322,0,4
350,False,0.28885484,6,4
351,False,1.0,6,6
352,False,0.01562946,0,9
353,False,0.9999757,8,8
354,False,0.99999297,1,1
355,False,1.0,6,6
356,True,0.0034864252,2,6
357,False,0.937741,9,9
358,False,0.86572725,2,2
359,False,0.5901078,5,5
360,True,0.0010964065,9,8
361,True,0.00067203445,6,3
362,False,0.99999976,7,7
363,False,0.5805904,4,4
364,False,0.7001906,1,1
365,False,1.0,8,8
366,False,0.8653982,7,7
367,False,0.42182314,3,3
368,False,0.98354936,6,6
369,False,0.9999609,9,9
370,True,0.02676555,3,2
371,False,1.0,0,0
372,False,0.99998295,4,4
373,False,0.9991134,0,0
374,False,1.0,5,5
375,True,0.033388816,1,9
376,False,0.9998141,0,0
377,False,0.81643575,3,3
378,False,0.93051857,4,4
379,False,1.0,8,8
380,False,0.78068125,5,5
381,False,0.9938251,4,4
382,False,1.0,7,7
383,False,0.9982796,2,2
384,False,0.78538364,3,3
385,False,0.99583364,9,9
386,False,0.9782869,7,7
387,False,0.9752735,6,6
388,False,0.84279275,7,7
389,False,0.9977348,1,1
390,False,0.0205889,4,8
391,False,0.9999999,7,7
392,True,0.010842025,0,3
393,True,0.0065169297,1,9
394,False,1.0,7,7
395,False,0.63122123,3,3
396,False,0.72710633,1,1
397,False,0.2505396,8,9
398,False,0.5148735,4,4
399,True,0.104741454,4,3
400,False,0.43236303,2,2
401,False,0.84554106,0,0
402,False,0.9997185,2,2
403,False,0.59860736,2,2
404,True,0.0021819859,0,8
405,False,1.0,0,0
406,False,1.0,9,9
407,False,0.99951005,0,0
408,False,0.99999785,9,9
409,False,0.6883431,6,6
410,False,1.0,8,8
411,False,0.036451582,2,8
412,False,1.0,7,7
413,False,0.986686,7,7
414,False,0.708653,4,4
415,False,0.9964855,0,0
416,True,0.021535961,3,5
417,False,0.99991465,0,0
418,False,0.9998054,8,8
419,False,0.97960556,9,9
420,False,0.787661,4,4
421,False,0.97089946,2,2
422,False,0.9999999,7,7
423,False,0.5498276,2,2
424,False,0.66634494,5,5
425,False,0.7257678,2,2
426,False,0.99957365,5,5
427,False,1.0,1,1
428,False,0.9994517,9,9
429,False,0.9167845,4,4
430,False,1.0,8,8
431,False,0.742562,5,5
432,False,1.0,1,1
433,False,0.6707935,7,7
434,False,0.99886876,4,4
435,False,0.4967664,4,4
436,True,0.0005855743,0,8
437,False,0.9851245,6,6
438,False,0.9999957,9,9
439,False,0.9338535,0,0
440,False,0.2416488,7,7
441,False,0.8687023,8,8
442,False,0.9997992,8,8
443,False,0.99999905,9,9
444,False,0.9998704,9,9
445,False,0.92779577,3,3
446,True,0.01767022,3,6
447,False,0.5630855,4,4
448,False,0.26694906,0,8
449,True,0.20404339,4,5
450,True,0.39908198,5,3
451,False,0.37650526,6,5
452,False,0.9999999,6,6
453,False,0.9926872,0,0
454,False,1.0,1,1
455,False,0.53407806,0,0
456,False,1.0,8,8
457,False,0.9818393,0,0
458,False,0.9927832,4,4
459,True,0.07010376,8,0
460,True,0.022830559,8,1
461,False,0.9999962,1,1
462,False,0.9913447,5,5
463,False,0.9999995,2,2
464,False,1.0,6,6
465,False,1.0,8,8
466,False,0.7815409,1,1
467,False,0.9211429,0,0
468,False,1.0,0,0
469,False,0.9468197,7,7
470,False,0.40541682,7,7
471,False,0.9932018,5,5
472,False,0.99999964,9,9
473,False,0.22047994,6,4
474,False,0.99996305,2,2
475,False,1.0,8,8
476,False,0.8712635,3,3
477,False,0.5989273,4,4
478,False,0.048403237,7,4
479,False,0.9989042,3,3
480,False,1.0,9,9
481,False,0.43835443,0,0
482,False,1.0,1,1
483,True,0.00039412014,2,6
484,False,0.99827325,4,4
485,False,0.9999778,8,8
486,False,0.9999999,1,1
487,True,0.038811743,8,3
488,False,1.0,6,6
489,False,0.99999166,4,4
490,False,0.37240893,4,3
491,False,0.5190425,5,5
492,False,0.77880156,7,7
493,False,0.9986313,1,1
494,False,0.94072556,3,3
495,False,0.9995369,9,9
496,True,0.00081323634,8,3
497,False,0.6079832,0,0
498,False,0.6951435,1,1
499,False,0.99040574,7,7
500,False,0.98940957,5,5
501,False,1.0,8,8
502,True,0.089207575,2,7
503,False,1.0,8,8
504,False,0.24251679,0,2
505,True,1.5616244e-09,4,9
506,True,0.002626077,1,9
507,False,0.1948306,8,3
508,False,1.0,9,9
509,False,1.0,8,8
510,False,0.99999464,2,2
511,False,0.9999938,9,9
512,False,0.9999968,9,9
513,False,0.9996623,2,2
514,True,0.047780324,7,3
515,False,0.43565407,5,5
516,False,1.0,7,7
517,False,0.48886895,3,3
518,False,0.9999975,8,8
519,False,0.97564244,8,8
520,False,0.99968994,4,4
521,False,0.49994022,4,4
522,False,0.9999989,2,2
523,False,0.99930143,7,7
524,False,0.9999933,1,1
525,False,0.99958986,6,6
526,False,0.15866454,4,6
527,False,0.0038536373,0,1
528,False,1.0,4,4
529,False,1.0,6,6
530,False,0.99994636,9,9
531,False,1.0,7,7
532,False,0.94692457,6,6
533,False,0.99997294,2,2
534,False,1.0,5,5
535,True,0.09844243,5,7
536,False,1.0,1,1
537,True,0.038149476,7,4
538,False,0.16086647,2,3
539,False,0.9999695,2,2
540,True,0.0065023643,2,6
541,False,1.0,9,9
542,False,0.99929285,5,5
543,False,0.99999857,4,4
544,False,0.12610514,2,4
545,False,0.99999917,7,7
546,False,0.9994636,8,8
547,False,1.0,1,1
548,False,0.6156537,3,3
549,False,0.073786944,4,5
550,False,0.9847734,3,3
551,False,0.98785853,7,7
552,False,0.9923602,6,6
553,False,0.99804485,9,9
554,False,1.0,8,8
555,False,0.9685675,0,0
556,False,0.6389487,6,6
557,False,0.9761385,0,0
558,False,0.9979055,2,2
559,False,0.99530834,2,2
560,False,1.0,2,2
561,True,0.05005374,1,0
562,False,1.0,8,8
563,True,0.053118277,4,3
564,False,0.8334125,0,0
565,False,0.999995,1,1
566,False,0.9999999,8,8
567,False,0.99995196,8,8
568,False,0.98921657,1,1
569,False,0.98728323,5,5
570,False,0.8219471,7,7
571,False,0.86502504,6,6
572,False,0.98297346,4,4
573,True,0.096384406,5,7
574,False,1.0,8,8
575,True,8.6655695e-05,7,4
576,False,0.9999999,1,1
577,False,0.055260587,9,1
578,False,0.9826386,1,1
579,False,1.0,9,9
580,False,0.7836896,8,8
581,False,0.9496312,4,4
582,True,0.0004734503,7,9
583,False,0.62386495,3,3
584,False,0.4511359,8,8
585,False,0.9524194,8,8
586,False,0.99999833,2,2
587,False,1.0,6,6
588,False,1.0,6,6
589,False,0.0057281298,7,6
590,False,0.18915361,1,9
591,False,0.9992823,6,6
592,False,1.0,8,8
593,False,0.97898066,1,1
594,False,0.9917351,9,9
595,False,1.0,7,7
596,False,1.0,8,8
597,False,0.62750226,3,3
598,False,1.0,0,0
599,True,0.0010644163,1,9
600,False,0.9999999,0,0
601,False,0.999962,8,8
602,False,0.28356555,8,4
603,False,0.67359865,3,3
604,True,0.0007995763,0,8
605,False,0.98867804,0,0
606,True,0.09281848,1,8
607,False,0.6964483,5,5
608,False,0.112458915,0,7
609,False,0.9999957,8,8
610,False,0.9990464,8,8
611,True,1.389635e-05,7,3
612,False,0.93512625,9,9
613,False,0.99996185,9,9
614,False,0.9973718,0,0
615,False,0.55435807,9,9
616,False,0.9597643,4,4
617,True,0.017057609,1,9
618,False,0.36731967,3,3
619,False,1.0,6,6
620,False,0.22455518,6,3
621,True,0.014484479,4,2
622,False,0.9734428,4,4
623,False,1.0,7,7
624,False,0.98438776,5,5
625,False,0.9998896,6,6
626,True,0.034596413,0,3
627,False,0.2843477,8,9
628,False,0.9445387,0,0
629,True,0.33422437,3,5
630,False,0.9495623,2,2
631,False,1.0,8,8
632,False,1.0,4,4
633,True,0.08506778,6,3
634,False,1.0,9,9
635,False,0.8338812,9,9
636,False,0.99336535,7,7
637,False,0.9999981,0,0
638,True,0.27311155,3,5
639,True,0.091506995,3,0
640,False,0.24081805,6,3
641,False,0.810977,7,7
642,False,0.099921785,4,6
643,False,0.9999943,9,9
644,False,0.9913139,1,1
645,False,0.9999975,6,6
646,True,0.051283922,2,3
647,False,0.24780439,7,9
648,False,0.84753686,2,2
649,False,0.33655107,2,6
650,False,0.99994457,0,0
651,False,0.9999999,6,6
652,False,0.33523118,7,7
653,False,0.99948597,5,5
654,False,0.98191273,7,7
655,False,1.0,6,6
656,False,0.9997974,8,8
657,False,0.9999815,9,9
658,False,0.99966526,0,0
659,False,0.99925596,9,9
660,False,0.5651453,4,4
661,False,0.90593714,4,4
662,False,0.99985635,7,7
663,False,0.99867404,0,0
664,True,5.4260436e-06,9,1
665,False,0.99632215,4,4
666,False,1.0,9,9
667,False,0.9913168,6,6
668,False,0.9816886,9,9
669,False,0.9978956,4,4
670,True,0.041389383,5,2
671,False,0.99968517,7,7
672,False,0.99548435,9,9
673,True,0.00024320405,2,4
674,False,0.9912356,4,4
675,False,0.9985826,5,5
676,False,1.0,1,1
677,False,0.9972632,4,4
678,True,0.13374788,3,4
679,False,0.99771166,9,9
680,False,0.9281286,6,6
681,False,0.8423626,5,5
682,True,0.0012112191,6,2
683,False,0.9877856,9,9
684,True,0.0030729878,3,4
685,False,0.62134516,3,3
686,False,0.10341856,5,0
687,False,0.99999976,0,0
688,False,0.99993217,7,7
689,False,0.98784596,2,2
690,False,0.99714977,1,1
691,False,0.999985,3,3
692,False,0.99946374,6,6
693,True,0.08891762,4,3
694,False,1.0,0,0
695,False,0.56031,0,0
696,False,0.9992828,2,2
697,True,0.24997887,5,3
698,False,0.9999964,0,0
699,False,0.9870641,1,1
700,True,0.03004584,0,9
701,True,0.13322756,2,6
702,False,0.6662339,3,3
703,True,0.015526809,9,3
704,False,0.9926691,8,8
705,False,0.928409,4,4
706,False,1.0,9,9
707,False,0.9999995,8,8
708,False,0.12745455,0,8
709,False,0.93752384,2,2
710,False,0.016630637,6,8
711,False,0.98165005,4,4
712,False,0.9256771,4,4
713,False,0.99999654,0,0
714,False,0.9619285,1,1
715,False,0.99986315,8,8
716,False,0.9999999,8,8
717,True,0.08938107,3,6
718,False,0.88722867,6,6
719,False,0.9999925,9,9
720,False,0.60259736,6,6
721,False,0.9938892,6,6
722,False,0.1374266,7,2
723,False,0.15113945,8,9
724,False,0.5191899,2,2
725,True,0.040409565,4,5
726,False,0.9941859,5,5
727,False,0.45000958,7,3
728,False,0.9996513,6,6
729,False,0.6012631,5,5
730,True,0.13838315,3,6
731,False,0.83241946,0,0
732,True,0.23515588,5,3
733,True,0.046107713,0,8
734,True,0.40020362,5,3
735,False,0.9997738,0,0
736,False,0.99574983,8,8
737,False,0.42317182,2,2
738,False,0.99934775,6,6
739,False,0.74403995,7,7
740,False,0.9954926,3,3
741,False,0.97648984,8,8
742,False,0.9997397,2,2
743,False,0.99991095,1,1
744,False,0.9999988,7,7
745,False,0.47705784,6,6
746,False,1.0,7,7
747,False,0.99996305,1,1
748,False,0.9892013,0,0
749,True,0.10171583,9,0
750,False,0.81739247,5,5
751,False,0.9304902,5,5
752,False,0.9999999,0,0
753,True,0.007646761,1,9
754,False,0.8383691,7,7
755,True,0.002572905,6,2
756,False,0.99964345,9,9
757,False,0.9999838,0,0
758,False,0.995615,4,4
759,False,1.0,7,7
760,False,0.9999684,7,7
761,False,0.9999993,1,1
762,True,0.041139696,5,3
763,False,0.99963105,9,9
764,False,0.9999949,4,4
765,False,0.99999714,0,0
766,False,0.999987,8,8
767,False,0.57992166,5,5
768,False,0.9997936,9,9
769,False,1.0,9,9
770,False,0.33181575,6,3
771,False,1.0,7,7
772,False,1.0,1,1
773,False,1.0,8,8
774,False,0.7090855,3,3
775,False,0.5836502,2,2
776,True,0.12471288,3,6
777,False,0.9620225,8,8
778,False,0.24146819,2,6
779,False,0.999171,2,2
780,False,0.44364658,4,4
781,False,0.94287544,6,6
782,False,0.9999994,0,0
783,False,0.9999211,0,0
784,False,0.99759644,5,5
785,False,0.721786,3,3
786,False,0.9916014,8,8
787,False,0.7522493,2,2
788,False,0.4096777,3,5
789,False,1.0,7,7
790,False,0.9998348,2,2
791,False,1.0,9,9
792,False,0.5169767,3,3
793,False,1.0,8,8
794,False,1.0,7,7
795,False,0.99999976,8,8
796,False,0.2333385,2,8
797,False,0.9993787,7,7
798,True,0.0015975994,9,6
799,False,0.8705991,0,0
800,False,0.93836117,2,2
801,True,8.326423e-05,3,6
802,False,0.9952009,2,2
803,False,0.99993765,2,2
804,False,0.6573593,2,2
805,False,0.82102954,3,3
806,True,0.14180845,3,5
807,False,1.0,6,6
808,False,0.9983261,2,2
809,False,0.6973251,3,3
810,True,0.104678966,2,4
811,False,0.99938226,8,8
812,False,0.5023502,0,0
813,False,0.44218397,5,3
814,True,0.014606298,5,7
815,False,1.0,1,1
816,False,1.0,4,4
817,False,0.40228993,5,4
818,False,0.9999956,6,6
819,False,0.2555733,6,6
820,True,0.0147282975,2,3
821,True,0.08844173,7,5
822,False,0.99999905,0,0
823,False,1.0,1,1
824,False,0.5939235,7,7
825,False,1.0,7,7
826,False,0.99999905,8,8
827,False,0.99974185,2,2
828,False,1.0,9,9
829,False,0.9756831,2,2
830,False,0.9973072,2,2
831,False,0.4366064,4,4
832,True,0.017243676,2,3
833,False,0.99949765,1,1
834,False,1.0,1,1
835,False,0.30363515,1,9
836,False,1.0,6,6
837,False,0.99878436,6,6
838,False,0.99845135,6,6
839,False,0.9966017,5,5
840,False,0.99314606,1,1
841,False,0.3536947,1,8
842,False,0.98052543,7,7
843,False,0.00063493766,0,1
844,False,0.78221226,4,4
845,False,0.942545,3,3
846,False,0.9816227,3,3
847,False,0.74065876,7,7
848,False,0.99989974,1,1
849,True,0.0018436146,2,4
850,False,0.7319059,3,3
851,False,0.62469715,5,5
852,True,0.0016776837,5,4
853,False,0.43226442,5,3
854,False,0.9889665,6,6
855,False,0.9999765,1,1
856,False,0.99999845,4,4
857,False,0.6373514,3,3
858,True,0.0007032525,7,3
859,False,0.99990785,8,8
860,False,0.9999924,8,8
861,False,0.9925754,3,3
862,False,0.013302502,6,8
863,False,0.99964607,6,6
864,False,0.650321,2,2
865,False,0.05153299,3,2
866,False,0.54998034,0,0
867,False,0.9999999,9,9
868,False,0.17826353,4,9
869,True,0.30888873,3,5
870,False,1.0,8,8
871,False,1.0,0,0
872,False,0.040999833,0,9
873,False,0.83283204,1,1
874,True,0.00019429871,1,6
875,False,0.79159385,5,5
876,False,0.5501921,4,4
877,False,0.9972037,9,9
878,True,0.095267296,3,5
879,False,0.92427224,1,1
880,False,1.0,8,8
881,False,1.0,9,9
882,True,0.19480567,3,5
883,False,0.9998566,9,9
884,False,0.9996357,9,9
885,False,0.99996126,2,2
886,False,1.0,9,9
887,False,0.99757487,4,4
888,False,0.99999833,8,8
889,False,0.71520233,2,2
890,False,1.0,9,9
891,False,1.0,8,8
892,False,0.8249638,8,8
893,False,0.006794025,1,0
894,False,0.25895867,5,6
895,False,0.69063216,3,3
896,True,0.07034491,6,4
897,False,0.99983037,8,8
898,False,0.99162275,7,7
899,False,0.99999857,6,6
900,False,0.9997087,9,9
901,False,0.99999857,8,8
902,False,0.9999852,0,0
903,False,1.0,6,6
904,False,0.68802464,4,4
905,False,0.7846712,0,0
906,False,0.9999286,0,0
907,True,0.01187638,2,4
908,False,0.9999738,5,5
909,False,0.7989366,8,8
910,False,0.9999683,2,2
911,True,0.006951593,0,4
912,False,0.8897959,2,2
913,False,0.9999832,7,7
914,False,1.0,6,6
915,False,0.49838245,9,9
916,False,0.999585,7,7
917,False,0.43479586,1,9
918,False,0.99573404,5,5
919,False,0.9998877,5,5
920,False,1.0,6,6
921,False,1.0,6,6
922,False,0.3961766,3,5
923,False,0.6598968,6,6
924,True,0.07031123,2,6
925,False,0.99079084,4,4
926,False,0.73505145,7,7
927,False,0.0026020452,0,6
928,False,0.2532611,5,4
929,False,1.0,6,6
930,False,0.99998224,4,4
931,False,0.92883354,6,6
932,False,0.9781399,5,5
933,False,0.47064456,2,2
934,False,0.43669283,4,7
935,False,0.9999988,6,6
936,False,0.48047063,1,9
937,False,0.95699406,6,6
938,True,6.50629e-05,0,8
939,False,0.5470734,4,4
940,True,0.030692201,0,9
941,False,0.6329403,3,3
942,False,1.0,1,1
943,False,0.99879813,8,8
944,False,0.55480045,5,5
945,False,0.81314963,4,4
946,False,0.76397765,4,4
947,False,1.0,1,1
948,False,0.99799585,7,7
949,False,0.68598765,3,3
950,False,0.37542588,9,3
951,False,0.90623736,4,4
952,False,0.9990221,7,7
953,False,0.999948,9,9
954,False,0.99999976,7,7
955,False,0.9535207,3,3
956,True,0.054905895,7,4
957,False,0.9999999,2,2
958,True,0.0028073487,8,1
959,False,0.9998672,4,4
960,False,0.7765193,6,6
961,False,0.7107923,6,6
962,False,0.60378486,1,1
963,False,0.83007973,2,2
964,False,0.999992,9,9
965,False,0.8756884,0,0
966,False,0.52985364,4,4
967,False,0.93517107,8,8
968,False,0.9979929,7,7
969,False,0.9806418,3,3
970,False,0.99945015,9,9
971,False,1.0,8,8
972,False,0.9782924,7,7
973,False,0.7446751,7,7
974,False,0.65539736,0,0
975,False,1.0,2,2
976,False,0.75996846,4,4
977,False,0.9999962,1,1
978,False,0.9951558,1,1
979,False,0.99905664,4,4
980,False,0.9595282,1,1
981,False,0.9401221,5,5
982,False,0.15774699,4,3
983,False,1.0,0,0
984,False,0.7475541,5,5
985,False,0.99999976,6,6
986,False,0.4811601,2,2
987,False,1.0,8,8
988,False,0.1626601,5,6
989,False,0.18977185,0,3
990,False,0.9894695,2,2
991,False,0.99998987,1,1
992,False,0.91736174,3,3
993,False,0.808015,5,5
994,False,0.99992836,7,7
995,False,0.74021626,3,3
996,False,0.99946254,5,5
997,False,1.0,1,1
998,False,0.9956274,3,3
999,False,0.87271696,5,5
1000,False,0.999154,9,9
1001,False,0.9999423,4,4
1002,True,0.03887906,3,5
1003,True,0.0048749843,2,4
1004,False,0.9811435,4,4
1005,False,0.5753339,4,4
1006,False,0.97933125,1,1
1007,False,0.98146355,4,4
1008,True,0.01902828,2,5
1009,False,0.9833945,2,2
1010,False,0.29846,3,5
1011,False,1.0,8,8
1012,False,0.9802768,0,0
1013,False,0.115622886,6,3
